Tittle,Link,Thumbnail,Sapo,Category,Source,Release_time
Châu Âu lần đầu tiên phê duyệt phương pháp điều trị kháng thể,https://nguoilambao.vn/chau-au-lan-dau-tien-phe-duyet-phuong-phap-dieu-tri-khang-the-n52727.html,https://nguoilambao.vn/images/news/2021/11/12/small/chau-au-lan-dau-tien-phe-duyet-phuong-phap-dieu-tri-khang-the-1636686446.jpg,Cơ quan dược phẩm châu Âu (EMA) ngày 11/11 cho biết lần đầu tiên phê duyệt việc triển khai tại thị trường Liên minh châu Âu (EU) hai phương pháp điều trị kháng thể đơn...,thế giới,nguoilambao.vn,12/11/2021 10:03
Pháp đẩy mạnh tiêm mũi vaccine tăng cường để đối phó làn sóng Covid thứ 5,https://nguoilambao.vn/phap-day-manh-tiem-mui-vaccine-tang-cuong-de-doi-pho-lan-song-covid-thu-5-n52690.html,https://nguoilambao.vn/images/news/2021/11/10/small/phap-day-manh-tiem-mui-vaccine-tang-cuong-de-doi-pho-lan-song-covid-thu-5-1636512863.jpg,"Đứng trước nguy cơ về làn sóng dịch Covid-19 thứ 5, ngày 9/11, Tổng thống Pháp Emmanuel Macron đã công bố các biện pháp y tế mới nhằm thúc đẩy chiến dịch tiêm vaccine...",thế giới,nguoilambao.vn,10/11/2021 9:47
Singapore nới lỏng quy định cách ly đối với du khách Việt Nam,https://nguoilambao.vn/singapore-noi-long-quy-dinh-cach-ly-doi-voi-du-khach-viet-nam-n52670.html,https://nguoilambao.vn/images/news/2021/11/09/small/singapore-noi-long-quy-dinh-cach-ly-doi-voi-du-khach-viet-nam-1636422130.jpg,"Singapore đã nới lỏng các yêu cầu cách ly với người nhập cảnh đến từ 14 quốc gia, trong đó có 4 nước ASEAN gồm Việt Nam, Indonesia, Malaysia và Campuchia bắt đầu từ ngày...",thế giới,nguoilambao.vn,9/11/2021 8:37
Indonesia lọt top 5 quốc gia có tỷ lệ tiêm chủng vaccine Covid-19 cao nhất thế giới,https://nguoilambao.vn/indonesia-lot-top-5-quoc-gia-co-ty-le-tiem-chung-vaccine-covid-19-cao-nhat-the-gioi-n52644.html,https://nguoilambao.vn/images/news/2021/11/08/small/indonesia-lot-top-5-quoc-gia-co-ty-le-tiem-chung-vaccine-covid-19-cao-nhat-the-gioi-1636332049.jpg,"Với hơn 200 triệu liều vaccine Covid-19 đã được tiêm, Indonesia lọt top 5 quốc gia có tỷ lệ tiêm chủng cao nhất giới, góp phần đạt mục tiêu tiêm chủng cho gần một nửa...",thế giới,nguoilambao.vn,8/11/2021 7:37
Khủng hoảng năng lượng đe dọa kinh tế thế giới,https://nguoilambao.vn/khung-hoang-nang-luong-de-doa-kinh-te-the-gioi-n52165.html,https://nguoilambao.vn/images/news/2021/10/08/small/khung-hoang-nang-luong-de-doa-kinh-te-the-gioi-1633654804.jpg,Giá năng lượng tăng vọt trên thế giới trong thời gian gần đây có thể dẫn tới nhiều hệ lụy khó lường đối với kinh tế toàn cầu.,thế giới,nguoilambao.vn,8/10/2021 7:57
EU kêu gọi hỗ trợ người tiêu dùng trong cuộc khủng hoảng năng lượng,https://nguoilambao.vn/eu-keu-goi-ho-tro-nguoi-tieu-dung-trong-cuoc-khung-hoang-nang-luong-n52138.html,https://nguoilambao.vn/images/news/2021/10/07/small/eu-keu-goi-ho-tro-nguoi-tieu-dung-trong-cuoc-khung-hoang-nang-luong-1633573486.jpg,"Ngày 6/10, Ủy ban châu Âu (EC) đã hối thúc các quốc gia thành viên Liên minh châu Âu (EU) giải ngân các quỹ hỗ trợ dành cho những người tiêu dùng chịu ảnh hưởng do việc...",thế giới,nguoilambao.vn,7/10/2021 9:22
Biến thể COVID-19 đang dễ lan truyền trong không khí hơn?,https://nguoilambao.vn/bien-the-covid-19-dang-de-lan-truyen-trong-khong-khi-hon-n52109.html,https://nguoilambao.vn/images/news/2021/10/06/small/bien-the-covid-19-dang-de-lan-truyen-trong-khong-khi-hon-1633481784.jpg,Hai nghiên cứu mới đưa ra lời giải thích khả thi cho việc biến thể COVID-19 dễ lây lan hơn: Virus biến đổi để lây lan hiệu quả hơn qua không khí.,thế giới,nguoilambao.vn,6/10/2021 7:50
WHO cảnh báo cuộc chiến chống dịch COVID-19 chưa kết thúc,https://nguoilambao.vn/who-canh-bao-cuoc-chien-chong-dich-covid-19-chua-ket-thuc-n52107.html,https://nguoilambao.vn/images/news/2021/10/06/small/who-canh-bao-cuoc-chien-chong-dich-covid-19-chua-ket-thuc-1633480697.jpg,"Ngày 5/10, Tổ chức Y tế thế giới (WHO) cảnh báo rằng cuộc chiến chống đại dịch COVID-19 vẫn chưa kết thúc, dù có nhiều quan điểm cho rằng cuộc chiến này sắp đi tới hồi...",thế giới,nguoilambao.vn,6/10/2021 7:34
Các nước EU có chính sách khác nhau trong việc tiêm vaccine tăng cường,https://nguoilambao.vn/cac-nuoc-eu-co-chinh-sach-khac-nhau-trong-viec-tiem-vaccine-tang-cuong-n52089.html,https://nguoilambao.vn/images/news/2021/10/05/small/cac-nuoc-eu-co-chinh-sach-khac-nhau-trong-viec-tiem-vaccine-tang-cuong-1633399965.jpg,"Tại châu Âu, một số nước đã triển khai tiêm mũi tăng cường vaccine ngừa COVID-19, trong khi số khác vẫn chờ đợi khuyến nghị của EMA dự kiến đưa ra trong tuần này.",thế giới,nguoilambao.vn,5/10/2021 9:03
"WHO xóa ""rào cản"" với Sputnik V, Cuba đạt tỷ lệ tiêm chủng cao",https://nguoilambao.vn/who-xoa-quot-rao-canquot-voi-sputnik-v-cuba-dat-ty-le-tiem-chung-cao-n52071.html,https://nguoilambao.vn/images/news/2021/10/04/small/who-xoa-quot-rao-canquot-voi-sputnik-v-cuba-dat-ty-le-tiem-chung-cao-1633317047.jpg,"Bộ trưởng Y tế Nga cho biết, mọi rào cản đối với việc công nhận vắc xin ngừa Covid-19 Sputnik V trong Tổ chức Y tế Thế giới (WHO) đã được dỡ bỏ.",thế giới,nguoilambao.vn,4/10/2021 9:57
WHO cảnh báo tình trạng “bất bình đẳng vaccine” toàn cầu ngày càng nghiêm trọng,https://nguoilambao.vn/who-canh-bao-tinh-trang-bat-binh-dang-vaccine-toan-cau-ngay-cang-nghiem-trong-n52026.html,https://nguoilambao.vn/images/news/2021/09/30/small/who-canh-bao-tinh-trang-bat-binh-dang-vaccine-toan-cau-ngay-cang-nghiem-trong-1632990597.jpg,Tổng Giám đốc Tổ chức Y tế Thế giới (WHO) Tedros Adhanom Ghebreyesus hôm qua tiếp tục lên tiếng cảnh báo tình trạng “bất bình đẳng kinh hoàng” giữa các quốc gia về khả...,thế giới,nguoilambao.vn,15:26 - 30/09/2021
Algeria bắt đầu sản xuất vaccine ngừa COVID-19 của Sinovac,https://nguoilambao.vn/algeria-bat-dau-san-xuat-vaccine-ngua-covid-19-cua-sinovac-n52018.html,https://nguoilambao.vn/images/news/2021/09/30/small/algeria-bat-dau-san-xuat-vaccine-ngua-covid-19-cua-sinovac-1632963428.jpg,"Hiện tại, công ty Saidal của Algeria là đơn vị duy nhất ở châu Phi được cấp phép sản xuất vaccine của Sinovac, với sản lượng dự kiến tối đa 8 triệu liều/tháng.",thế giới,nguoilambao.vn,07:53 - 30/09/2021
WHO nối lại cuộc điều tra về nguồn gốc virus SARS-CoV-2,https://nguoilambao.vn/who-noi-lai-cuoc-dieu-tra-ve-nguon-goc-virus-sars-cov-2-n51956.html,https://nguoilambao.vn/images/news/2021/09/27/small/who-noi-lai-cuoc-dieu-tra-ve-nguon-goc-virus-sars-cov-2-1632729791.jpg,"Theo Sputnik, báo The Wall Street Journal đưa tin Tổ chức Y tế Thế giới (WHO) có kế hoạch mở lại cuộc điều tra về nguồn gốc của COVID-19 sau khi tập hợp được một nhóm...",thế giới,nguoilambao.vn,14:46 - 27/09/2021
Mỹ chuẩn bị kịch bản đóng cửa chính phủ,https://nguoilambao.vn/my-chuan-bi-kich-ban-dong-cua-chinh-phu-n51920.html,https://nguoilambao.vn/images/news/2021/09/24/small/my-chuan-bi-kich-ban-dong-cua-chinh-phu-1632467252.jpg,"Thư ký báo chí Nhà Trắng Jen Psaki hôm 23/9 thông báo, chính quyền Tổng thống Mỹ Joe Biden đang chuẩn bị cho khả năng đóng cửa chính phủ trong bối cảnh ngân sách hiện...",thế giới,nguoilambao.vn,14:00 - 24/09/2021
"Nước Úc bắt Facebook trả tiền cho báo chí, bài học cho Việt Nam",https://nguoilambao.vn/nuoc-uc-bat-facebook-tra-tien-cho-bao-chi-bai-hoc-cho-viet-nam-n51916.html,https://nguoilambao.vn/images/news/2021/09/24/small/nuoc-uc-bat-facebook-tra-tien-cho-bao-chi-bai-hoc-cho-viet-nam-1632454934.jpg,"Úc đã đi đầu trong cuộc chiến gian nan chống lại những gã khổng lồ công nghệ xấu tính, dù mọi chuyện vẫn còn ở điểm khởi đầu.",thế giới,nguoilambao.vn,10:39 - 24/09/2021
Châu Âu thông báo thời điểm tiêm mũi tăng cường của Pfizer,https://nguoilambao.vn/chau-au-thong-bao-thoi-diem-tiem-mui-tang-cuong-cua-pfizer-n51912.html,https://nguoilambao.vn/images/news/2021/09/24/small/chau-au-thong-bao-thoi-diem-tiem-mui-tang-cuong-cua-pfizer-1632445672.jpg,"Đầu tháng 10 tới, Cơ quan Quản lý dược phẩm châu Âu sẽ đưa ra quyết định về việc có phê chuẩn tiêm mũi tăng cường vaccine của hãng Pfizer/BioNTech cho người trên 16 tuổi...",thế giới,nguoilambao.vn,07:57 - 24/09/2021
WHO: Delta hoàn toàn lấn át những biến thể còn lại trong nhóm gây quan ngại,https://nguoilambao.vn/who-delta-hoan-toan-lan-at-nhung-bien-the-con-lai-trong-nhom-gay-quan-ngai-n51858.html,https://nguoilambao.vn/images/news/2021/09/22/small/who-delta-hoan-toan-lan-at-nhung-bien-the-con-lai-trong-nhom-gay-quan-ngai-1632285927.jpg,"Ngày 21/9, Tổ chức Y tế thế giới (WHO) nhận định biến thể Delta của virus SARS-CoV-2 đã ""đánh bật"" tất cả các biến thể khác trong nhóm biến thể gây quan ngại (VOC) trở...",thế giới,nguoilambao.vn,11:33 - 22/09/2021
Những trở ngại trong tiếp cận vaccine ngừa COVID-19 của châu Phi,https://nguoilambao.vn/nhung-tro-ngai-trong-tiep-can-vaccine-ngua-covid-19-cua-chau-phi-n51853.html,https://nguoilambao.vn/images/news/2021/09/22/small/nhung-tro-ngai-trong-tiep-can-vaccine-ngua-covid-19-cua-chau-phi-1632271962.jpg,"Vaccine ở châu Phi vẫn khan hiếm do việc tiếp cận vaccine ở châu lục này gặp trở ngại bởi tình trạng tích trữ vaccine ở các nước giàu, lệnh cấm xuất khẩu và những cam...",thế giới,nguoilambao.vn,07:47 - 22/09/2021
Niềm tin vào báo chí tăng trong thời Covid-19,https://nguoilambao.vn/niem-tin-vao-bao-chi-tang-trong-thoi-covid-19-n51833.html,https://nguoilambao.vn/images/news/2021/09/21/small/niem-tin-vao-bao-chi-tang-trong-thoi-covid-19-1632193799.jpg,Nghiên cứu kéo dài gần một thập kỷ của các chuyên gia Anh đã hé lộ những xu hướng mới của truyền thông thế giới cũng như sự biến đổi trong thái độ của độc giả.,thế giới,nguoilambao.vn,09:41 - 21/09/2021
Ông chủ Amazon và ba bài học cho báo chí,https://nguoilambao.vn/ong-chu-amazon-va-ba-bai-hoc-cho-bao-chi-n45347.html,https://nguoilambao.vn/images/news/2021/09/17/small/ong-chu-amazon-va-ba-bai-hoc-cho-bao-chi-1631883838.jpg,"Với kinh nghiệm chinh chiến hàng chục năm trong ngành công nghệ, ông chủ Amazon Jeff Bezos đã áp dụng thành công cho tờ The Washington Post của mình.",thế giới,nguoilambao.vn,20:01 - 17/09/2021
Báo động bùng phát các ca mắc COVID-19 ở trẻ em tại Mỹ,https://nguoilambao.vn/bao-dong-bung-phat-cac-ca-mac-covid-19-o-tre-em-tai-my-n45324.html,https://nguoilambao.vn/images/news/2021/09/16/small/bao-dong-bung-phat-cac-ca-mac-covid-19-o-tre-em-tai-my-1631758847.jpg,"Hơn 5 triệu trẻ em tại Mỹ đã có kết quả xét nghiệm dương tính với virus SARS-CoV-2 kể từ khi đại dịch bùng phát, chiếm 15,1% tổng số trường hợp mắc bệnh ở Mỹ.",thế giới,nguoilambao.vn,09:04 - 16/09/2021
Biến chủng Delta hoành hành tại Hàn Quốc,https://nguoilambao.vn/bien-chung-delta-hoanh-hanh-tai-han-quoc-n16139.html,https://nguoilambao.vn/images/news/2021/08/29/small/bien-chung-delta-hoanh-hanh-tai-han-quoc-1630241624.jpeg,"Hàn Quốc là một trong số các quốc gia tại Châu Á đang hứng chịu tác động tiêu cực của biến chủng Delta, khi số ca nhiễm, các trường hợp biến chứng nặng và số ca tử vong...",thế giới,nguoilambao.vn,19:45 - 29/08/2021
Biến thể Delta lây lan mạnh gấp 1.000 lần bản gốc SARS-CoV-2,https://nguoilambao.vn/bien-the-delta-lay-lan-manh-gap-1000-lan-ban-goc-sars-cov-2-n16113.html,https://nguoilambao.vn/images/news/2021/08/27/small/bien-the-delta-lay-lan-manh-gap-1000-lan-ban-goc-sars-cov-2-1630050936.jpg,"Virus SARS-CoV-2 nguy hiểm ở chỗ nó có nhiều biến thể và các biến thể thường có mức lây nhiễm mạnh hơn nhiều, tiêu biểu là Delta. Để đối phó hiệu quả với đại dịch này...",thế giới,nguoilambao.vn,14:42 - 27/08/2021
Châu Á là khu vực có số ca mắc COVID-19 cao nhất thế giới,https://nguoilambao.vn/chau-a-la-khu-vuc-co-so-ca-mac-covid-19-cao-nhat-the-gioi-n16001.html,https://nguoilambao.vn/images/news/2021/08/23/small/chau-a-la-khu-vuc-co-so-ca-mac-covid-19-cao-nhat-the-gioi-1629690212.jpg,"Toàn thế giới ghi nhận hơn 212,55 triệu ca nhiễm virus SARS-CoV-2, trong đó có hơn 4,44 triệu bệnh nhân đã tử vong, số bệnh nhân phục hồi là hơn 190,15 triệu người.",thế giới,nguoilambao.vn,10:41 - 23/08/2021
Việt Nam đóng góp rất quan trọng cho quá trình đổi mới AIPA,https://nguoilambao.vn/viet-nam-dong-gop-rat-quan-trong-cho-qua-trinh-doi-moi-aipa-n15998.html,https://nguoilambao.vn/images/news/2021/08/23/small/viet-nam-dong-gop-rat-quan-trong-cho-qua-trinh-doi-moi-aipa-1629688761.jpg,"Quốc hội Việt Nam đã đóng vai trò như “người mở đường,” sáng tạo và linh hoạt để thích ứng với hoàn cảnh mới, tạo nên một cách thức tổ chức hội nghị mới lần đầu tiên...",thế giới,nguoilambao.vn,10:12 - 23/08/2021
"Biến chủng Delta: Đe dọa phá vỡ ""phòng tuyến"" chống dịch toàn cầu",https://nguoilambao.vn/bien-chung-delta-de-doa-pha-vo-phong-tuyen-chong-dich-toan-cau-n15852.html,https://nguoilambao.vn/images/news/2021/08/16/small/bien-chung-delta-de-doa-pha-vo-phong-tuyen-chong-dich-toan-cau-1629070577.jpg,"Sau 8 tháng được phát hiện lần đầu tiên tại Ấn Độ, biến chủng Delta của vi rút SARS-CoV-2 đã lây lan tới hơn 140 quốc gia, vùng lãnh thổ trên thế giới và chiếm hầu hết...",thế giới,nguoilambao.vn,06:25 - 16/08/2021
Biến chủng mới của vi rút SARS-CoV-2: Lambda - báo động làn sóng dịch kép,https://nguoilambao.vn/bien-chung-moi-cua-vi-rut-sars-cov-2-lambda-bao-dong-lan-song-dich-kep-n15767.html,https://nguoilambao.vn/images/news/2021/08/12/small/bien-chung-moi-cua-vi-rut-sars-cov-2-lambda-bao-dong-lan-song-dich-kep-1628730692.jpg,"Trong bối cảnh biến chủng Delta vẫn là nguyên nhân chính khiến tốc độ lây lan Covid-19 tại nhiều nước tăng nhanh, mối đe dọa đến từ biến chủng mới Lambda của vi rút...",thế giới,nguoilambao.vn,12/8/2021 8:07
Những lời cảm ơn từ Tổ chức Y tế thế giới (WHO),https://nguoilambao.vn/nhung-loi-cam-on-tu-to-chuc-y-te-the-gioi-who-n15730.html,https://nguoilambao.vn/images/news/2021/08/10/small/nhung-loi-cam-on-tu-to-chuc-y-te-the-gioi-who-1628608966.jpg,Xin cảm ơn những người làm việc ở tuyến đầu trong cuộc chiến chống Covid-19.,thế giới,nguoilambao.vn,10/8/2021 22:19
ARF kêu gọi duy trì an ninh và tự do hàng hải tại Biển Đông,https://nguoilambao.vn/arf-keu-goi-duy-tri-an-ninh-va-tu-do-hang-hai-tai-bien-dong-n15672.html,https://nguoilambao.vn/images/news/2021/08/09/small/arf-keu-goi-duy-tri-an-ninh-va-tu-do-hang-hai-tai-bien-dong-1628476390.jpg,"Tuyên bố Chủ tịch của Diễn đàn Khu vực ASEAN lần thứ 28 kêu gọi duy trì an ninh và tự do hàng hải tại Biển Đông, thúc đẩy đàm phán nhằm sớm ký kết Bộ Quy tắc ứng xử ở...",thế giới,nguoilambao.vn,9/8/2021 9:29
Châu Phi đã vượt ngưỡng 7 triệu ca nhiễm mới COVID-19,https://nguoilambao.vn/chau-phi-da-vuot-nguong-7-trieu-ca-nhiem-moi-covid-19-n15667.html,https://nguoilambao.vn/images/news/2021/08/09/small/chau-phi-da-vuot-nguong-7-trieu-ca-nhiem-moi-covid-19-1628472766.jpg,Trung tâm Kiểm soát và Phòng ngừa dịch bệnh châu Phi (CDC châu Phi) ngày 8/8 cho biết số ca mắc COVID-19 ở châu lục này đã vượt ngưỡng 7 triệu ca sau khi số ca mắc mới...,thế giới,nguoilambao.vn,9/8/2021 8:27
Trung Quốc cam kết cung cấp hơn 2 tỷ liều vaccine phòng COVID-19 cho thế giới,https://nguoilambao.vn/trung-quoc-cam-ket-cung-cap-hon-2-ty-lieu-vaccine-phong-covid-19-cho-the-gioi-n15604.html,https://nguoilambao.vn/images/news/2021/08/06/small/trung-quoc-cam-ket-cung-cap-hon-2-ty-lieu-vaccine-phong-covid-19-cho-the-gioi-1628238890.jpeg,Trung Quốc sẽ nỗ lực cung cấp 2 tỷ liều vaccine COVID-19 cho các quốc gia khác trên thế giới và tặng 100 triệu USD cho cơ chế phân phối vaccine toàn cầu COVAX.,thế giới,nguoilambao.vn,6/8/2021 15:32
Dịch bệnh tiếp tục diễn biến phức tạp ở nhiều nước châu Á,https://nguoilambao.vn/dich-benh-tiep-tuc-dien-bien-phuc-tap-o-nhieu-nuoc-chau-a-n15560.html,https://nguoilambao.vn/images/news/2021/08/05/small/dich-benh-tiep-tuc-dien-bien-phuc-tap-o-nhieu-nuoc-chau-a-1628151434.jpg,"Thái Lan tiếp tục ghi nhận số ca mắc COVID-19 ở mức cao mới khi có 20.920 ca ghi nhận ngày 5/8, nâng tổng số lên 693.305 ca kể từ khi dịch bệnh bùng phát hồi năm ngoái.",thế giới,nguoilambao.vn,5/8/2021 15:12
Thế giới vượt mốc 200 triệu người mắc Covid-19,https://nguoilambao.vn/the-gioi-vuot-moc-200-trieu-nguoi-mac-covid-19-n15551.html,https://nguoilambao.vn/images/news/2021/08/05/small/the-gioi-vuot-moc-200-trieu-nguoi-mac-covid-19-1628133531.jpg,"Biến thể Delta lây lan nhanh đã đẩy số ca mắc Covid-19 trên thế giới vượt mốc 200 triệu người trong ngày 4/8. Tổ chức Y tế thế giới (WHO) và nhiều nước đặc biệt lo ngại,...",thế giới,nguoilambao.vn,5/8/2021 10:16
